,std,q90,q95,q99,abs_std,ave_roll_std_100,std_roll_std_100,min_roll_std_100,q01_roll_std_100,q05_roll_std_100,q10_roll_std_100,q90_roll_std_100,q95_roll_std_100,q99_roll_std_100,std_roll_abs_mean_100,ave_roll_std_1000,std_roll_std_1000,min_roll_std_1000,q01_roll_std_1000,q05_roll_std_1000,q10_roll_std_1000,q90_roll_std_1000,q95_roll_std_1000,q99_roll_std_1000,std_roll_abs_mean_1000,ave_roll_std_10000,std_roll_std_10000,min_roll_std_10000,q01_roll_std_10000,q05_roll_std_10000,q10_roll_std_10000,q90_roll_std_10000,q95_roll_std_10000,q99_roll_std_10000,std_roll_abs_mean_10000
0,7.509795735886297,10.0,12.0,23.0,6.584873274534429,4.780304612674234,5.812306276681175,1.8893374393141384,2.331167826292534,2.510100806862187,2.6184080289487115,7.627992044192248,11.768520757005835,27.842215966028657,4.369231682611525,5.198087733468274,5.4176637916357056,2.4803481866722827,2.632737416892453,2.725088091255722,2.798541018429298,8.999609323073633,12.842285633807663,26.31210941946889,3.2569395211996808,6.2673786679871375,4.107347902853295,2.8298993945096287,2.995102846999206,3.2516019946410473,3.494450146758216,10.171811371365788,12.51699784427125,18.123260089057197,1.3461329293689626
1,26.993030186803715,8.0,10.0,17.0,26.747266167495276,4.423802585124349,26.609761348023394,1.7518821045934987,2.2137312528653306,2.3591643785376752,2.441621418406089,4.690620341908192,7.330743344287066,24.050811112118833,21.82943358199963,4.6809259034772195,26.59687505766936,2.3832044949101503,2.5232484585711554,2.576182391953907,2.60788651458817,5.4095676743451,8.524629335413591,25.395827059438744,20.1005716881357,5.671391512184704,26.4250483593171,2.5923913976117148,2.639371983548713,2.6731364583476345,2.7147671327672382,7.066153307299252,9.115643918862787,19.499784970878196,12.049529807229709
2,3.8854073748319404,8.0,10.0,13.0,3.4479520097652796,3.1452286059474406,2.2773783927857965,1.7424874823827352,2.1986221580659215,2.3420615972361456,2.422016023101231,3.5536153165727726,4.787726311342508,11.998737307304266,1.6033155977811442,3.2720435167897843,2.0808516057950395,2.3770623520272816,2.513331620744918,2.5667994583646556,2.5971101210733076,3.965712783079415,5.608002201202187,13.409074325779406,1.0801399509652452,3.5910453358992793,1.4744966976614158,2.5925014361364527,2.6406622861945412,2.668704322002506,2.6978179279106884,5.182895737984942,6.489577063341204,10.332582251092699,0.4477474183199359
3,4.838405314742394,9.0,10.0,15.0,4.266331638763556,3.5351389231736934,3.3094523120544785,1.7137294672331504,2.2400171355768186,2.390976302009199,2.476128454104124,4.42791877143953,6.503107260410307,16.842706661245657,2.359072924833696,3.737822856323905,3.0649955640591187,2.4260638461896282,2.545417480522151,2.608712590796879,2.6467936293785495,5.103669899831178,7.5989512473803345,17.818992437606973,1.643263201923185,4.272957942623367,2.257869481805243,2.6494810746631225,2.6987692464429758,2.7673124582935364,2.830111966580243,6.650525241558129,8.912147542954385,14.409916882496644,0.650003133065577
4,5.064739573950841,9.0,10.0,17.0,4.367399798103671,3.795037973239023,3.360048713823368,1.7803359120091178,2.2669117514524517,2.42262066966546,2.5142824347335124,5.330406393815409,7.86037241773184,18.364642686697856,2.3854939244193063,4.041690366713125,3.042136450705037,2.40254265544048,2.5725802551455033,2.64498524512841,2.687574009037475,6.155468283549965,8.805062471392437,17.236260606050262,1.620971231160571,4.633075426513453,2.041391195023032,2.6627416358523726,2.7758833391969886,2.900394109185419,3.020854565553803,6.918254795462643,8.886472342784097,12.192116015249075,0.6239597852869043
5,5.195162430224819,9.0,11.0,18.0,4.433827049691318,3.937572832387778,3.393915078890948,1.8686947856784015,2.2846877204118883,2.446415642312573,2.540400827357998,5.728495139708105,8.433195591161507,18.69621849087625,2.4117272897225197,4.196348061475065,3.0499416062512603,2.4081942196177484,2.58772028942214,2.6616589617062085,2.7118497615322417,6.476995481738915,9.196519992909208,17.617586507644802,1.6589938388233925,4.796030478124386,1.9825074774176794,2.6984260505562534,2.827774945273135,2.994643556253196,3.1382786092480615,7.030147273498314,8.840203047385163,11.594320992103619,0.6653554869754609
6,6.041426106115793,9.0,11.0,20.0,5.188035080214807,4.288015369915722,4.269755563613027,1.797866299898959,2.3086136466903393,2.4793897913331424,2.5798559195547415,6.504357513750135,9.875057856882037,22.424022111939884,3.1253996506684243,4.624347237219696,3.8814193654939566,2.4343422154701977,2.6082981461517076,2.692772925076903,2.7517216378064004,7.607289060292488,10.752205770395372,21.96370468120812,2.1723217894460314,5.424926798955296,2.651133357872884,2.7260977460276092,2.8604710345419795,3.1112290762073473,3.2714657263679623,8.749880138050065,10.436750149609285,14.96211817384249,0.8732541325304302
7,13.615076142966755,10.0,12.0,24.0,13.000357605263398,5.161101769370829,12.618049507454717,1.8160618954446075,2.3402279093617233,2.520121048892547,2.6299556396742325,8.022260695510369,12.42820188202082,30.16563534148779,10.071848673019009,5.5960329203263175,12.416457156591337,2.4431522656173086,2.6478759878904725,2.738631794181989,2.8103020830247587,9.302447340736334,13.992933866714546,27.409610043245394,9.005707981788877,6.879619083526563,11.763375847359768,2.797832070805771,2.9918586717673095,3.2128935102909773,3.378587023450383,10.304139203178044,12.478204902940554,20.984241098437842,4.808533741815852
8,5.851687515596327,9.0,11.0,20.0,5.034772286614454,4.2002707182762835,4.088088880993231,1.8304660774246733,2.2983525061262298,2.464618314128403,2.5632208274156776,6.3600632104090336,9.515834756399368,22.0725960174487,2.9226601165447863,4.515225506437159,3.717073637298224,2.4442893753725903,2.5985720264383447,2.6800249128595284,2.736120859422602,7.311036537678437,10.567274165237345,21.218945960336427,2.055460391692117,5.275360535050853,2.5218821498994934,2.6910471128272446,2.9063155208942635,3.075109264676372,3.21578290871298,8.235608798093113,10.450244182331186,15.209015951290922,0.8027747232700572
9,6.603809094817856,10.0,12.0,21.0,5.708901314054022,4.514394290897829,4.8386988507479485,1.7487369178986583,2.31813230288758,2.4907708433118394,2.5954700241801816,6.994160623564772,10.71370311066105,25.294777278634403,3.529008822182521,4.889533638895015,4.433328668570098,2.478491056659627,2.6274138051132803,2.7117923625923472,2.773462112978437,8.134962114763177,12.07721222199297,24.45139566057067,2.550774644987569,5.803545576033928,3.149926569520771,2.772596227181272,2.9661712117072847,3.200455936552865,3.37701880592866,9.156333182761307,11.794336556054168,18.049785311326357,1.0641126828078904
